# Seed: 413563856
# Pattern: 3x3
# Search radius: 1000000
# chunkX,chunkZ,blockX,blockZ,distance
343534,-168908,5496544,-2702528,343534
-290706,-343658,-4651296,-5498528,343658
24314,343963,389024,5503408,343963
-108472,-344140,-1735552,-5506240,344140
341548,344622,5464768,5513952,344622
266068,-344804,4257088,-5516864,344804
-234037,344826,-3744592,5517216,344826
-70004,345150,-1120064,5522400,345150
345343,163572,5525488,2617152,345343
345444,-115920,5527104,-1854720,345444
153065,345845,2449040,5533520,345845
346441,322684,5543056,5162944,346441
-318368,346484,-5093888,5543744,346484
-346627,-232075,-5546032,-3713200,346627
346675,-99261,5546800,-1588176,346675
326645,346739,5226320,5547824,346739
346869,-176615,5549904,-2825840,346869
-346874,-153017,-5549984,-2448272,346874
40673,347323,650768,5557168,347323
-347345,222954,-5557520,3567264,347345
-347551,147116,-5560816,2353856,347551
-348100,277118,-5569600,4433888,348100
348404,34057,5574464,544912,348404
-348489,275570,-5575824,4409120,348489
348643,138786,5578288,2220576,348643
348688,182686,5579008,2922976,348688
201753,-348725,3228048,-5579600,348725
-58537,-348959,-936592,-5583344,348959
156038,349270,2496608,5588320,349270
209593,349478,3353488,5591648,349478
-349504,216865,-5592064,3469840,349504
349767,-238360,5596272,-3813760,349767
-239798,-349962,-3836768,-5599392,349962
-341879,-350742,-5470064,-5611872,350742
-350854,-61552,-5613664,-984832,350854
-247466,351437,-3959456,5622992,351437
248705,-351619,3979280,-5625904,351619
351758,-18645,5628128,-298320,351758
-20866,-352222,-333856,-5635552,352222
2160,352958,34560,5647328,352958
-353156,-218341,-5650496,-3493456,353156
-324572,-353246,-5193152,-5651936,353246
20763,-353484,332208,-5655744,353484
42228,-353518,675648,-5656288,353518
-341584,353947,-5465344,5663152,353947
354070,-316356,5665120,-5061696,354070
-311162,-354138,-4978592,-5666208,354138
-42865,354512,-685840,5672192,354512
-354906,214700,-5678496,3435200,354906
355398,306793,5686368,4908688,355398
355784,-154102,5692544,-2465632,355784
339877,356251,5438032,5700016,356251
-356403,-27146,-5702448,-434336,356403
-46430,357016,-742880,5712256,357016
-340283,357046,-5444528,5712736,357046
-357212,329864,-5715392,5277824,357212
-250191,357759,-4003056,5724144,357759
-8935,357808,-142960,5724928,357808
357884,-55446,5726144,-887136,357884
10729,-358309,171664,-5732944,358309
-240423,358583,-3846768,5737328,358583
-359977,-187392,-5759632,-2998272,359977
-360307,269071,-5764912,4305136,360307
-43617,-360410,-697872,-5766560,360410
-1014,-360536,-16224,-5768576,360536
-267656,-361870,-4282496,-5789920,361870
-269266,362072,-4308256,5793152,362072
219243,-362355,3507888,-5797680,362355
356363,-362596,5701808,-5801536,362596
135683,362751,2170928,5804016,362751
41520,-362758,664320,-5804128,362758
198506,362782,3176096,5804512,362782
362790,97987,5804640,1567792,362790
362859,-316093,5805744,-5057488,362859
362983,196986,5807728,3151776,362983
-363210,61751,-5811360,988016,363210
-295817,-363526,-4733072,-5816416,363526
-363852,-361113,-5821632,-5777808,363852
-310273,363853,-4964368,5821648,363853
-364102,-23878,-5825632,-382048,364102
364157,128515,5826512,2056240,364157
206481,364218,3303696,5827488,364218
-131089,364394,-2097424,5830304,364394
364435,-159922,5830960,-2558752,364435
277171,-364436,4434736,-5830976,364436
-364490,-70326,-5831840,-1125216,364490
223143,-364980,3570288,-5839680,364980
-186761,365023,-2988176,5840368,365023
-39818,365465,-637088,5847440,365465
366026,-269855,5856416,-4317680,366026
-366028,-38408,-5856448,-614528,366028
110060,-366037,1760960,-5856592,366037
227606,-366740,3641696,-5867840,366740
-361132,-367002,-5778112,-5872032,367002
367011,249025,5872176,3984400,367011
-52876,-367101,-846016,-5873616,367101
367268,-43367,5876288,-693872,367268
367347,52154,5877552,834464,367347
-231740,-367348,-3707840,-5877568,367348
367532,-282873,5880512,-4525968,367532
368117,-276323,5889872,-4421168,368117
368510,114856,5896160,1837696,368510
-276154,368677,-4418464,5898832,368677
368706,-284379,5899296,-4550064,368706
125352,-368764,2005632,-5900224,368764
-287854,-368816,-4605664,-5901056,368816
368911,92793,5902576,1484688,368911
-368942,-157285,-5903072,-2516560,368942
-242048,369046,-3872768,5904736,369046
-8082,369048,-129312,5904768,369048
-369205,151036,-5907280,2416576,369205
125323,369229,2005168,5907664,369229
-245918,369237,-3934688,5907792,369237
-231090,-369329,-3697440,-5909264,369329
369786,224117,5916576,3585872,369786
369806,-271798,5916896,-4348768,369806
-370020,313725,-5920320,5019600,370020
370504,-334074,5928064,-5345184,370504
248997,-370567,3983952,-5929072,370567
-280599,-370740,-4489584,-5931840,370740
-370874,-263555,-5933984,-4216880,370874
-371239,-120776,-5939824,-1932416,371239
287849,371395,4605584,5942320,371395
341972,-371574,5471552,-5945184,371574
371792,-369152,5948672,-5906432,371792
130780,-371814,2092480,-5949024,371814
-187004,-371996,-2992064,-5951936,371996
-52256,372121,-836096,5953936,372121
24025,-372196,384400,-5955136,372196
372466,96536,5959456,1544576,372466
293990,-372541,4703840,-5960656,372541
293989,-372541,4703824,-5960656,372541
-312531,372669,-5000496,5962704,372669
372764,-44230,5964224,-707680,372764
-372770,97580,-5964320,1561280,372770
-342905,-373039,-5486480,-5968624,373039
-166931,-373234,-2670896,-5971744,373234
373566,24536,5977056,392576,373566
-328685,373741,-5258960,5979856,373741
-373867,33449,-5981872,535184,373867
374004,-172196,5984064,-2755136,374004
-374468,118984,-5991488,1903744,374468
-7203,-374481,-115248,-5991696,374481
374536,-129182,5992576,-2066912,374536
374662,-160171,5994592,-2562736,374662
-333343,-374745,-5333488,-5995920,374745
-183728,375269,-2939648,6004304,375269
-151693,375440,-2427088,6007040,375440
134875,375524,2158000,6008384,375524
306460,376124,4903360,6017984,376124
-376751,349923,-6028016,5598768,376751
-35177,376987,-562832,6031792,376987
369360,377088,5909760,6033408,377088
-296399,-377190,-4742384,-6035040,377190
324568,377237,5193088,6035792,377237
377291,-163592,6036656,-2617472,377291
156756,-377675,2508096,-6042800,377675
-377848,-230976,-6045568,-3695616,377848
7843,378123,125488,6049968,378123
-232729,378336,-3723664,6053376,378336
378368,-375908,6053888,-6014528,378368
-378434,93438,-6054944,1495008,378434
-144714,-378592,-2315424,-6057472,378592
-378625,-49,-6058000,-784,378625
-329290,378706,-5268640,6059296,378706
-378729,329804,-6059664,5276864,378729
123738,-378750,1979808,-6060000,378750
-27120,-378820,-433920,-6061120,378820
164440,380083,2631040,6081328,380083
380883,-50902,6094128,-814432,380883
-381131,252063,-6098096,4033008,381131
-381219,15859,-6099504,253744,381219
299574,381253,4793184,6100048,381253
-381441,129124,-6103056,2065984,381441
381600,29418,6105600,470688,381600
-134963,381631,-2159408,6106096,381631
363703,382113,5819248,6113808,382113
382807,-279354,6124912,-4469664,382807
382910,92643,6126560,1482288,382910
383099,353548,6129584,5656768,383099
383170,-102363,6130720,-1637808,383170
273826,383200,4381216,6131200,383200
-161241,-383384,-2579856,-6134144,383384
-383473,176260,-6135568,2820160,383473
-29480,383756,-471680,6140096,383756
383926,-205812,6142816,-3292992,383926
-195038,-384247,-3120608,-6147952,384247
99379,384582,1590064,6153312,384582
-384746,74732,-6155936,1195712,384746
383395,-384942,6134320,-6159072,384942
-330224,385421,-5283584,6166736,385421
385495,168323,6167920,2693168,385495
-265523,385603,-4248368,6169648,385603
385612,90889,6169792,1454224,385612
385913,167596,6174608,2681536,385913
-201377,386051,-3222032,6176816,386051
-93610,386090,-1497760,6177440,386090
-386356,374846,-6181696,5997536,386356
67221,386430,1075536,6182880,386430
-386940,-86940,-6191040,-1391040,386940
387213,309506,6195408,4952096,387213
313808,-387452,5020928,-6199232,387452
189344,387846,3029504,6205536,387846
-131534,388020,-2104544,6208320,388020
-388150,-322165,-6210400,-5154640,388150
-388444,67953,-6215104,1087248,388444
388469,261049,6215504,4176784,388469
-388492,22085,-6215872,353360,388492
388763,-168719,6220208,-2699504,388763
-53822,-388901,-861152,-6222416,388901
-388934,-237769,-6222944,-3804304,388934
74197,-389002,1187152,-6224032,389002
-389224,121148,-6227584,1938368,389224
389580,382310,6233280,6116960,389580
389809,-37246,6236944,-595936,389809
-381060,390147,-6096960,6242352,390147
390827,119316,6253232,1909056,390827
390858,-319935,6253728,-5118960,390858
390955,32362,6255280,517792,390955
-304745,-390957,-4875920,-6255312,390957
-390964,99730,-6255424,1595680,390964
391180,-226746,6258880,-3627936,391180
-739,391241,-11824,6259856,391241
-40113,391497,-641808,6263952,391497
-391547,184126,-6264752,2946016,391547
391740,89078,6267840,1425248,391740
-392087,-105165,-6273392,-1682640,392087
83822,392194,1341152,6275104,392194
392242,-82216,6275872,-1315456,392242
-198148,392440,-3170368,6279040,392440
-392717,382318,-6283472,6117088,392717
-355877,-392764,-5694032,-6284224,392764
-15414,392785,-246624,6284560,392785
196113,-392888,3137808,-6286208,392888
-392927,122792,-6286832,1964672,392927
24993,-393028,399888,-6288448,393028
157468,-393068,2519488,-6289088,393068
393209,-292237,6291344,-4675792,393209
370965,-393551,5935440,-6296816,393551
311388,-394197,4982208,-6307152,394197
394881,-82975,6318096,-1327600,394881
-34783,-395098,-556528,-6321568,395098
-395217,-235205,-6323472,-3763280,395217
62685,-395287,1002960,-6324592,395287
395339,-131078,6325424,-2097248,395339
-395494,36218,-6327904,579488,395494
-35395,395823,-566320,6333168,395823
-366356,-395898,-5861696,-6334368,395898
-396012,-203987,-6336192,-3263792,396012
-381444,396201,-6103104,6339216,396201
-396486,-274160,-6343776,-4386560,396486
-341114,396667,-5457824,6346672,396667
396684,-190808,6346944,-3052928,396684
397733,-298242,6363728,-4771872,397733
310149,-397736,4962384,-6363776,397736
397815,-72509,6365040,-1160144,397815
-397829,-180026,-6365264,-2880416,397829
-184217,397916,-2947472,6366656,397916
397927,159790,6366832,2556640,397927
-398120,241266,-6369920,3860256,398120
-366487,-398302,-5863792,-6372832,398302
398358,-175925,6373728,-2814800,398358
-5605,-398886,-89680,-6382176,398886
-399007,304041,-6384112,4864656,399007
-399043,-116098,-6384688,-1857568,399043
399267,-209886,6388272,-3358176,399267
400085,-329125,6401360,-5266000,400085
-124065,400465,-1985040,6407440,400465
-400909,-230567,-6414544,-3689072,400909
-79346,400917,-1269536,6414672,400917
186922,-401407,2990752,-6422512,401407
-401824,112041,-6429184,1792656,401824
104113,-402247,1665808,-6435952,402247
111020,-402325,1776320,-6437200,402325
-284489,402575,-4551824,6441200,402575
-402644,-171326,-6442304,-2741216,402644
278969,402930,4463504,6446880,402930
-333382,-403051,-5334112,-6448816,403051
-31411,403220,-502576,6451520,403220
98711,-403424,1579376,-6454784,403424
-403426,27505,-6454816,440080,403426
254325,403537,4069200,6456592,403537
-142972,403558,-2287552,6456928,403558
194872,403628,3117952,6458048,403628
152304,-403646,2436864,-6458336,403646
107910,403678,1726560,6458848,403678
403916,401495,6462656,6423920,403916
403978,38119,6463648,609904,403978
404438,-36856,6471008,-589696,404438
-348887,-404586,-5582192,-6473376,404586
404600,-298899,6473600,-4782384,404600
-404859,170744,-6477744,2731904,404859
-140246,404901,-2243936,6478416,404901
-404930,5952,-6478880,95232,404930
360268,405072,5764288,6481152,405072
-405622,400232,-6489952,6403712,405622
-365117,405943,-5841872,6495088,405943
-405947,166077,-6495152,2657232,405947
406009,-162311,6496144,-2596976,406009
406529,-229058,6504464,-3664928,406529
-406604,135090,-6505664,2161440,406604
348776,406702,5580416,6507232,406702
352841,406934,5645456,6510944,406934
407282,-36277,6516512,-580432,407282
407624,60195,6521984,963120,407624
174254,407700,2788064,6523200,407700
-354686,-408127,-5674976,-6530032,408127
-47508,408505,-760128,6536080,408505
-285575,408821,-4569200,6541136,408821
-408862,-360770,-6541792,-5772320,408862
86115,-408943,1377840,-6543088,408943
409084,317836,6545344,5085376,409084
409407,-152535,6550512,-2440560,409407
-230800,409634,-3692800,6554144,409634
-296507,-409643,-4744112,-6554288,409643
349192,409721,5587072,6555536,409721
8569,-409846,137104,-6557536,409846
241548,409864,3864768,6557824,409864
410086,78596,6561376,1257536,410086
167550,410315,2680800,6565040,410315
-4911,-410317,-78576,-6565072,410317
213999,-410340,3423984,-6565440,410340
-91688,410409,-1467008,6566544,410409
-249864,410518,-3997824,6568288,410518
-410525,187808,-6568400,3004928,410525
-410799,402953,-6572784,6447248,410799
-410862,304977,-6573792,4879632,410862
-390542,410967,-6248672,6575472,410967
-266983,-410978,-4271728,-6575648,410978
88176,411292,1410816,6580672,411292
-69693,-411317,-1115088,-6581072,411317
411629,-115718,6586064,-1851488,411629
-129150,-412019,-2066400,-6592304,412019
-412095,19567,-6593520,313072,412095
31230,-412131,499680,-6594096,412131
-412650,-179651,-6602400,-2874416,412650
-412689,209793,-6603024,3356688,412689
412742,390454,6603872,6247264,412742
-12700,-413046,-203200,-6608736,413046
413142,-260356,6610272,-4165696,413142
-65182,413233,-1042912,6611728,413233
-363396,-413339,-5814336,-6613424,413339
413343,248043,6613488,3968688,413343
413365,164854,6613840,2637664,413365
-183937,-413414,-2942992,-6614624,413414
238778,-413607,3820448,-6617712,413607
328963,413626,5263408,6618016,413626
319493,-413698,5111888,-6619168,413698
49686,414032,794976,6624512,414032
414414,-84038,6630624,-1344608,414414
414453,310094,6631248,4961504,414453
-414629,338738,-6634064,5419808,414629
401594,-414658,6425504,-6634528,414658
414681,-412636,6634896,-6602176,414681
-61122,414856,-977952,6637696,414856
-183718,-415161,-2939488,-6642576,415161
127568,-415302,2041088,-6644832,415302
415316,203949,6645056,3263184,415316
415691,-22032,6651056,-352512,415691
-416056,403625,-6656896,6458000,416056
-416116,65596,-6657856,1049536,416116
416148,211918,6658368,3390688,416148
-416263,338944,-6660208,5423104,416263
-242384,416498,-3878144,6663968,416498
416931,-75707,6670896,-1211312,416931
-38944,416976,-623104,6671616,416976
-127008,417205,-2032128,6675280,417205
64370,417481,1029920,6679696,417481
417559,99744,6680944,1595904,417559
-100553,417691,-1608848,6683056,417691
-238301,417785,-3812816,6684560,417785
-417945,-238212,-6687120,-3811392,417945
-410955,418176,-6575280,6690816,418176
418501,308404,6696016,4934464,418501
-372381,418851,-5958096,6701616,418851
-311765,-418899,-4988240,-6702384,418899
297640,-419139,4762240,-6706224,419139
419637,290683,6714192,4650928,419637
-419921,-120752,-6718736,-1932032,419921
-420037,318682,-6720592,5098912,420037
-420293,73909,-6724688,1182544,420293
-420730,-344163,-6731680,-5506608,420730
252199,420825,4035184,6733200,420825
-29160,-421836,-466560,-6749376,421836
275619,421857,4409904,6749712,421857
-421914,-314391,-6750624,-5030256,421914
-45018,-422034,-720288,-6752544,422034
-317835,422146,-5085360,6754336,422146
-238968,-422335,-3823488,-6757360,422335
-319996,-422482,-5119936,-6759712,422482
-422540,-115248,-6760640,-1843968,422540
388876,-422787,6222016,-6764592,422787
423049,392677,6768784,6282832,423049
423084,290866,6769344,4653856,423084
423283,353055,6772528,5648880,423283
-424058,259778,-6784928,4156448,424058
424129,-354711,6786064,-5675376,424129
-68711,424373,-1099376,6789968,424373
-48204,-424436,-771264,-6790976,424436
-424531,-233624,-6792496,-3737984,424531
-380983,-424551,-6095728,-6792816,424551
-37596,-424672,-601536,-6794752,424672
196897,-424744,3150352,-6795904,424744
-424792,217034,-6796672,3472544,424792
424830,204768,6797280,3276288,424830
-425066,-386573,-6801056,-6185168,425066
-425133,-161974,-6802128,-2591584,425133
357035,-425191,5712560,-6803056,425191
179904,-425636,2878464,-6810176,425636
-425641,230616,-6810256,3689856,425641
-308283,425814,-4932528,6813024,425814
-153564,-426089,-2457024,-6817424,426089
426160,-265097,6818560,-4241552,426160
-426264,5183,-6820224,82928,426264
-77455,426427,-1239280,6822832,426427
188389,-426687,3014224,-6826992,426687
-426951,280896,-6831216,4494336,426951
159237,427079,2547792,6833264,427079
-427125,-365152,-6834000,-5842432,427125
-159644,427208,-2554304,6835328,427208
-146857,427378,-2349712,6838048,427378
-427508,152237,-6840128,2435792,427508
-427911,-224589,-6846576,-3593424,427911
-428324,22427,-6853184,358832,428324
304089,428808,4865424,6860928,428808
-429087,374181,-6865392,5986896,429087
-184802,429575,-2956832,6873200,429575
429582,278672,6873312,4458752,429582
429583,326426,6873328,5222816,429583
429679,-287362,6874864,-4597792,429679
-429763,-230426,-6876208,-3686816,429763
429856,-153884,6877696,-2462144,429856
430052,419999,6880832,6719984,430052
-169518,-430096,-2712288,-6881536,430096
16303,-430230,260848,-6883680,430230
-430428,411160,-6886848,6578560,430428
-24707,-430458,-395312,-6887328,430458
92067,-430679,1473072,-6890864,430679
380125,-430741,6082000,-6891856,430741
